Cust_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Number_of_Referrals,,Offer,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
8896-RAZCR,Female,42,No,0,Oro Grande,92368,0,44,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Mailed Check,19.9,868.1,0,0,1459.9,Stayed,,
8898-KASCD,Male,41,No,0,Biggs,95917,0,39,None,No,,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,35.55,1309.15,0,0,1309.15,Stayed,,
8901-HJXTF,Female,46,Yes,0,San Diego,92117,1,12,None,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.2,309.1,0,0,309.1,Churned,Competitor,Competitor made better offer
8901-UPRHR,Female,40,Yes,1,La Grange,95329,4,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.2,7711.45,0,0,10881.61,Stayed,,
8902-ZEOVF,Male,28,Yes,1,Chilcoot,96105,9,47,Offer B,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.05,951.55,0,0,1257.52,Stayed,,
8903-WMRNW,Female,55,Yes,0,Durham,95938,8,15,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.75,1669.4,0,0,2031.2,Stayed,,
8903-XEBGX,Male,22,No,1,Lancaster,93534,0,2,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,108.65,0,0,196.51,Joined,,
8904-OPDCK,Male,76,Yes,0,Citrus Heights,95621,4,54,Offer B,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,1364.75,0,0,1364.75,Stayed,,
8905-IAZPF,Female,32,Yes,0,Capistrano Beach,92624,4,69,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,95.65,6744.2,0,0,9978.23,Stayed,,
8908-NMQTX,Male,36,No,0,Walnut Creek,94595,0,72,None,No,,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,65.6,4566.5,0,0,4566.5,Stayed,,
8908-SLFCJ,Female,40,No,0,Oroville,95966,0,21,Offer D,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,20.85,435.25,1.31,0,902.03,Stayed,,
8909-BOLNL,Male,40,No,0,San Francisco,94123,0,3,None,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,21.2,52.05,0,0,88.2,Joined,,
8910-ICHIU,Female,27,No,0,Essex,92332,0,46,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95.65,4664.2,0,0,6071.8,Stayed,,
8910-LEDAG,Male,72,Yes,0,Prather,93651,2,34,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,71.55,2427.35,0,0,2868.67,Stayed,,
8914-RBTSB,Male,62,Yes,0,Valley Village,91607,1,31,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,93.8,3019.5,0,50,3135.22,Churned,Other,Don't know
8915-NNTRC,Male,29,Yes,1,Lake Isabella,93240,4,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,107.7,7919.8,0,0,10939.48,Stayed,,
8917-FAEMR,Female,28,No,0,Vallejo,94590,0,37,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.85,784.25,0,0,1764.38,Stayed,,
8917-SZTTJ,Male,31,Yes,1,Los Angeles,90042,7,60,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.65,1161.75,0,0,2480.55,Stayed,,
8919-FYFQZ,Male,73,Yes,0,Livermore,94550,2,44,None,No,,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,1359.7,0,0,1359.7,Churned,Competitor,Competitor had better devices
8920-NAVAY,Male,66,No,0,Los Angeles,90045,0,62,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.75,7053.35,0,0,10016.95,Stayed,,
8922-LIEGH,Female,72,No,0,Jolon,93928,0,25,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1,2187.55,23.33,0,3073.22,Churned,Dissatisfaction,Poor expertise of online support
8922-NPKBJ,Male,63,Yes,2,Manteca,95336,10,42,None,Yes,No,No,,,,,,,,,,Two Year,No,Mailed Check,19.35,867.3,0,0,2309.16,Stayed,,
8929-KSWIH,Male,21,No,0,San Jose,95111,0,25,Offer C,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.3,2513.5,0,0,2637,Stayed,,
8930-XOTDP,Female,33,Yes,4,North Hollywood,91606,1,18,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,55.95,1082.8,0,0,1415.26,Stayed,,
8931-GJJIQ,Female,46,No,0,Burlingame,94010,0,9,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.3,803.3,0,0,1070.6,Churned,Attitude,Attitude of support person
8932-CZHRQ,Male,40,No,0,Bell,90201,0,68,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,76.75,5233.25,0,0,6612.97,Stayed,,
8937-RDTHP,Male,40,No,1,Burbank,91504,0,1,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,84.6,0,0,111.45,Churned,Dissatisfaction,Poor expertise of phone support
8938-UMKPI,Female,42,No,0,Corona,92882,0,47,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.4,5127.95,0,0,6818.54,Churned,Competitor,Competitor had better devices
8942-DBMHZ,Male,26,No,0,San Francisco,94122,0,12,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.45,255.35,0,0,748.67,Stayed,,
8943-URTMR,Female,56,No,0,Lawndale,90260,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,79.65,152.7,0,0,210.78,Churned,Price,Lack of affordable download/upload speed
8944-AILEF,Male,26,Yes,0,Keyes,95328,1,15,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.45,340.85,0,0,938.45,Stayed,,
8945-GRKHX,Female,41,No,0,Santa Barbara,93110,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.65,78.65,0,0,124.74,Churned,Competitor,Competitor had better devices
8945-MUQUF,Male,22,No,0,Fallbrook,92028,0,51,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,94.8,4837.6,0,0,7120.87,Churned,Competitor,Competitor made better offer
8946-BFWSG,Male,19,Yes,3,Davis,95618,8,63,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.25,1573.05,0,0,3116.55,Stayed,,
8947-YRTDV,Male,42,Yes,3,Hoopa,95546,1,32,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Credit Card,94.8,3131.55,0,40,4559.39,Stayed,,
8949-JTMAY,Female,49,No,0,Mc Kittrick,93251,0,29,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.6,2933.2,0,0,3737.95,Churned,Competitor,Competitor had better devices
8950-MTZNV,Male,61,No,0,Carson,90746,0,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,44.95,44.95,0,0,58.58,Joined,,
8952-WCVCD,Female,45,Yes,0,South Gate,90280,2,41,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45,4162.05,0,0,4565.9,Stayed,,
8957-THMOA,Female,40,No,3,Big Bear City,92314,0,50,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.15,970.85,0,0,1918.35,Stayed,,
8958-JPTRR,Female,23,Yes,0,Calabasas,91302,7,56,None,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,24.3,1261.7,0,0,2449.46,Stayed,,
8961-QDZZJ,Female,35,Yes,2,Lake Arrowhead,92352,3,57,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95,5535.8,0,0,7940.06,Stayed,,
8963-JLGJT,Male,20,No,1,Santa Barbara,93105,0,3,Offer E,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,55.9,157.55,0,0,257.39,Joined,,
8963-MQVYN,Female,28,No,2,Lost Hills,93249,0,22,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.55,469.85,0,0,1437.19,Stayed,,
8966-KZXXA,Male,48,Yes,1,Long Beach,90807,9,36,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.1,930.95,0,0,2183.39,Stayed,,
8966-OIQHG,Female,49,Yes,2,Stanton,90680,8,22,None,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.75,452.35,0,0,1450.05,Stayed,,
8966-SNIZF,Female,26,Yes,0,Vista,92083,9,70,None,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.45,1303.5,14.49,0,2935.41,Stayed,,
8967-SZQAS,Female,25,No,0,Hornitos,95325,0,14,Offer D,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.45,765.45,0,140,1454.53,Stayed,,
8969-PRHFK,Male,32,No,0,Red Bluff,96080,0,18,Offer D,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.65,411.25,0,0,436.81,Stayed,,
8970-ANWXO,Female,37,No,0,Sacramento,95835,0,23,Offer D,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,73.75,1756.6,0,0,2562.29,Stayed,,
8972-HJWNV,Female,75,Yes,0,Huron,93234,1,7,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,0,0,796.86,Churned,Competitor,Competitor made better offer
8974-OVACP,Female,40,No,0,Yermo,92398,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.15,20.15,0,0,47.74,Joined,,
8975-SKGRX,Male,29,Yes,0,Redwood City,94063,1,71,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.1,8310.55,0,130,10842.48,Stayed,,
8976-OQHGT,Female,38,Yes,3,Lomita,90717,5,4,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.5,235.1,0,0,405.94,Churned,Dissatisfaction,Lack of self-service on Website
8979-CAMGB,Male,67,No,0,Vacaville,95687,0,64,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.1,6688.1,0,0,7332.58,Stayed,,
8980-WQFWL,Female,61,No,0,Ontario,91761,0,35,None,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,62.1,2096.1,0,0,2171.35,Stayed,,
8981-FJGLA,Male,63,No,2,Hemet,92545,0,11,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,78,851.8,0,0,1370.12,Stayed,,
8982-NHAVY,Male,23,No,0,Littlerock,93543,0,27,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.5,2673.45,0,70,2982.67,Stayed,,
8984-EYLLL,Male,29,Yes,0,San Diego,92107,5,64,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,6823.4,23.67,0,9371.25,Stayed,,
8984-HPEMB,Female,58,No,0,Lytle Creek,92358,0,71,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.65,8477.6,0,0,9748.5,Stayed,,
8985-OOPOS,Female,54,No,0,Occidental,95465,0,1,None,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.1,74.1,0,0,110.15,Joined,,
8988-ECPJR,Female,79,Yes,0,Van Nuys,91411,1,34,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.6,2718.3,0,0,3596.86,Churned,Dissatisfaction,Product dissatisfaction
8990-YOZLV,Female,46,No,0,Hickman,95323,0,69,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66.9,4577.9,0,0,5537.69,Stayed,,
8990-ZXLSU,Female,63,No,0,Sun City,92586,0,9,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.05,651.5,0,0,920.33,Stayed,,
8992-CEUEN,Female,59,No,0,Arnold,95223,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,18.85,18.85,0,0,26.65,Joined,,
8992-JQYUN,Male,40,Yes,0,San Fernando,91340,1,1,Offer E,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,50.35,0,0,50.35,Churned,Competitor,Competitor offered more data
8992-OBVDG,Male,25,No,0,Desert Hot Springs,92240,0,21,Offer D,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,61.65,1393.6,0,0,2230.45,Stayed,,
8992-VONJD,Female,63,No,1,Long Beach,90822,0,13,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56,764.55,0,0,1116.07,Stayed,,
8993-IZEUX,Male,54,No,0,Adin,96006,0,7,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.15,488.65,0,0,636.49,Stayed,,
8993-PHFWD,Female,62,No,0,Old Station,96071,0,3,None,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,58.9,0,0,58.9,Churned,Competitor,Competitor had better devices
8996-ZROXE,Male,78,No,0,Miranda,95553,0,57,Offer B,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,53.5,3035.8,0,0,4656.88,Stayed,,
8999-BOHSE,Female,68,No,0,Gilroy,95020,0,11,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7,1047.7,0,0,1091.26,Churned,Attitude,Attitude of support person
8999-EXMNO,Female,48,Yes,3,Dos Rios,95429,1,19,Offer D,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.15,387.7,2.97,0,989.88,Stayed,,
8999-XXGNS,Female,70,Yes,0,Healdsburg,95448,7,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,105.75,7629.85,0,80,9016.65,Stayed,,
8999-YPYBV,Male,63,Yes,0,Garden Valley,95633,3,45,Offer B,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.35,3858.05,0,0,5244.05,Stayed,,
9000-PLFUZ,Female,70,Yes,0,Merced,95340,3,60,None,No,,Yes,DSL,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,49.45,2907.55,0,40,2947.55,Stayed,,
9003-CPATH,Male,53,No,0,Carson,90745,0,42,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.9,3313.4,23.47,0,3687.25,Stayed,,
9013-AQORL,Female,26,No,2,Ramona,92065,0,48,Offer B,No,,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.55,2108.35,0,0,2108.35,Stayed,,
9018-PCIOK,Female,63,No,0,Newark,94560,0,55,Offer B,Yes,No,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,64.75,3617.1,0,0,5102.1,Stayed,,
9019-QVLZD,Female,58,No,0,Oakland,94602,0,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79.55,79.55,0,10,121.68,Churned,Competitor,Competitor made better offer
9025-AOMKI,Female,42,No,0,Carpinteria,93013,0,6,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,536.4,0,0,799.2,Churned,Other,Moved
9025-ZRPVR,Male,59,No,0,Pacific Grove,93950,0,9,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,18.95,185.6,0,0,633.26,Churned,Attitude,Attitude of support person
9026-LHEVG,Female,45,No,0,Boulevard,91905,0,9,Offer E,No,,Yes,DSL,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,40.75,359.4,0,20,379.4,Stayed,,
9026-RNUJS,Male,73,No,0,Van Nuys,91401,0,5,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,0,0,330.7,Churned,Dissatisfaction,Product dissatisfaction
9027-TMATR,Female,42,Yes,0,Warner Springs,92086,1,43,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.8,3460.3,24.9,0,5092.19,Stayed,,
9027-YFHQJ,Male,26,No,0,San Francisco,94112,0,7,Offer E,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.05,152.95,0,0,468.86,Stayed,,
9028-LIHRP,Male,22,Yes,1,Burbank,91506,1,71,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,100.2,7209,0,0,9600.99,Stayed,,
9029-FEGVJ,Female,68,Yes,0,Escondido,92027,2,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,79.3,2570,0,0,2639.44,Stayed,,
9030-QGZNL,Female,31,No,0,Corona,92883,0,8,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.85,161.65,0,0,253.33,Stayed,,
9031-ZVQPT,Male,21,Yes,0,San Francisco,94109,10,72,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.2,7840.6,0,0,8862.28,Stayed,,
9033-EOXWV,Female,57,No,0,Oakland,94603,0,12,None,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.05,872.65,48.61,0,1335,Churned,Other,Don't know
9036-CSKBW,Female,62,No,0,Los Gatos,95033,0,51,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,107.45,5680.9,14.76,0,6050.68,Stayed,,
9039-RBEEE,Male,27,No,0,Santa Clara,95050,0,39,None,No,,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,1880.85,0,0,1880.85,Churned,Price,Price too high
9039-ZVJDC,Male,49,No,0,Pauma Valley,92061,0,3,None,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.1,53.05,0,0,102.01,Joined,,
9040-KZVWO,Male,59,No,0,Big Bear Lake,92315,0,26,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.5,2018.1,0,0,3048.48,Stayed,,
9046-DQMTP,Male,49,No,0,Kyburz,95720,0,35,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.75,739.9,0,0,1367.1,Stayed,,
9046-JBFWA,Male,20,No,2,Port Costa,94569,0,27,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.15,537.35,0,0,1357.07,Stayed,,
9048-JVYVF,Male,48,No,0,Fallbrook,92028,0,3,None,Yes,No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,191.35,0,0,298.27,Churned,Other,Don't know
9050-IKDZA,Female,66,No,0,Clovis,93611,0,2,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,81.5,162.55,0,0,212.45,Joined,,
9050-QLROH,Male,26,No,0,San Diego,92126,0,18,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.7,1597.25,0,0,2111.87,Churned,Competitor,Competitor made better offer
9052-DHNKM,Male,23,No,0,Redondo Beach,90277,0,26,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,61.55,1581.95,0,0,2570.99,Stayed,,
9052-VKDUW,Female,68,Yes,0,Pollock Pines,95726,8,65,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.4,7227.45,0,0,8221.95,Stayed,,
9053-EJUNL,Male,35,No,0,Mecca,92254,0,41,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,3645.75,2.21,0,5359.39,Stayed,,
9053-JZFKV,Male,25,No,0,Redway,95560,0,67,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,116.2,7752.3,0,0,10022.26,Churned,Other,Don't know
9054-FOWNV,Male,53,Yes,3,Brentwood,94513,1,22,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.75,1885.15,0,0,2135.73,Stayed,,
9055-MOJJJ,Female,39,Yes,2,Douglas City,96024,5,64,Offer B,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,65.8,4068,27.79,20,5769.01,Stayed,,
9057-MSWCO,Male,71,Yes,0,San Diego,92122,0,27,None,No,,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,30.75,805.1,0,140,945.1,Churned,Competitor,Competitor made better offer
9057-SIHCH,Female,48,No,0,Twentynine Palms,92278,0,3,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.6,291.9,0,0,321.75,Churned,Price,Price too high
9058-CBREO,Female,69,No,0,Winton,95388,0,1,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0,0,73.11,Churned,Dissatisfaction,Product dissatisfaction
9058-HRZSV,Female,77,Yes,0,Baldwin Park,91706,2,65,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.4,6126.15,0,0,8616.95,Stayed,,
9058-MJLZC,Female,37,No,0,Yuba City,95991,0,24,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,2283.15,0,0,3136.59,Stayed,,
9060-HJJRW,Female,52,No,0,Culver City,90232,0,51,None,No,,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,56.4,2928.5,0,0,2928.5,Stayed,,
9061-TIHDA,Male,67,Yes,0,Murrieta,92563,1,13,None,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,1597.66,Churned,Competitor,Competitor had better devices
9063-ZGTUY,Female,22,Yes,0,Adelanto,92301,3,61,None,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.4,1182.55,0,0,4005.02,Churned,Price,Long distance charges
9065-ZCPQX,Male,24,Yes,0,San Jacinto,92582,2,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.85,5763.15,0,0,8615.07,Stayed,,
9066-QRSDU,Female,23,Yes,0,Marina,93933,7,69,Offer A,Yes,Yes,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,26.3,1763.55,0,0,3287.07,Stayed,,
9067-SQTNS,Male,37,Yes,2,Salinas,93905,1,44,None,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.6,926,0,0,2463.36,Stayed,,
9067-YGSCA,Female,35,No,0,Salinas,93901,0,70,None,Yes,Yes,No,,,,,,,,,,One Year,No,Credit Card,26.05,1856.4,0,0,4049.5,Stayed,,
9068-FHQHD,Female,42,Yes,3,Petrolia,95558,1,40,None,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.15,777.35,0,0,897.75,Stayed,,
9068-VPWQQ,Male,21,Yes,0,Tracy,95376,10,61,None,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,4729.3,0,0,6486.1,Stayed,,
9069-LGEUL,Male,25,Yes,0,San Diego,92117,5,23,None,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,59.95,1406,26.55,140,1603.86,Stayed,,
